22.2, 61.0, 924
22.39, 61.0, 924
22.39, 61.0, 928
22.7, 61.0, 928
22.39, 61.0, 928
22.6, 60.0, 928
22.6, 60.0, 928
22.79, 60.0, 830
22.7, 60.0, 826
22.7, 60.0, 927
